judgment,output.Answer,output.Answer.count,output.Answer.unique,unit,worker,started,submitted,duration,job
484,"OrderedCounter({'revolutie': 1, 'opstand': 1, 'onrust': 1, 'gelijkheid': 1, 'protest': 1})",5,5,109,4,2023-06-13 17:04:51,2023-06-13 17:04:51,0,data/CrowdTruth_Results
485,"OrderedCounter({'opstand': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1})",5,5,109,5,2023-06-20 13:11:22,2023-06-20 13:11:22,0,data/CrowdTruth_Results
486,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",5,5,109,6,2023-06-20 13:50:30,2023-06-20 13:50:30,0,data/CrowdTruth_Results
487,"OrderedCounter({'revolutie': 1, 'opstand': 1, 'bevrijding': 1, 'verwoesting': 1, 'oproer': 1})",5,5,109,7,2023-06-20 17:59:46,2023-06-20 17:59:46,0,data/CrowdTruth_Results
488,"OrderedCounter({'onrust': 1, 'opstand': 1, 'verwoesting': 1, 'verzet': 1, 'staking': 1})",5,5,109,8,2023-06-20 18:38:16,2023-06-20 18:38:16,0,data/CrowdTruth_Results
489,"OrderedCounter({'emancipatie': 1, 'opstand': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1})",5,5,109,9,2023-06-21 09:14:03,2023-06-21 09:14:03,0,data/CrowdTruth_Results
490,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1})",5,5,109,10,2023-06-21 12:14:43,2023-06-21 12:14:43,0,data/CrowdTruth_Results
491,"OrderedCounter({'opstand': 2, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1})",5,4,109,11,2023-06-22 13:23:42,2023-06-22 13:23:42,0,data/CrowdTruth_Results
492,"OrderedCounter({'protest': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1})",5,5,109,12,2023-06-22 16:54:17,2023-06-22 16:54:17,0,data/CrowdTruth_Results
493,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1})",5,5,109,13,2023-06-23 10:43:50,2023-06-23 10:43:50,0,data/CrowdTruth_Results
494,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1})",5,5,109,14,2023-06-23 10:50:44,2023-06-23 10:50:44,0,data/CrowdTruth_Results
495,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",4,4,109,15,2023-06-23 21:48:40,2023-06-23 21:48:40,0,data/CrowdTruth_Results
496,"OrderedCounter({'opstand': 1, 'onrust': 1, 'verwoesting': 1, 'woede ': 1})",4,4,109,16,2023-06-25 19:43:49,2023-06-25 19:43:49,0,data/CrowdTruth_Results
497,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",5,5,109,17,2023-06-26 16:24:30,2023-06-26 16:24:30,0,data/CrowdTruth_Results
498,"OrderedCounter({'verwoesting': 1, 'verzet': 1})",2,2,109,18,2023-06-26 16:28:53,2023-06-26 16:28:53,0,data/CrowdTruth_Results
499,OrderedCounter({'opstand': 1}),1,1,109,19,2023-06-26 16:28:54,2023-06-26 16:28:54,0,data/CrowdTruth_Results
500,"OrderedCounter({'revolutie': 1, 'opstand': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1, 'verzet': 1})",6,6,109,20,2023-06-26 16:29:13,2023-06-26 16:29:13,0,data/CrowdTruth_Results
501,OrderedCounter({'vandalisme': 1}),1,1,109,21,2023-06-26 16:43:31,2023-06-26 16:43:31,0,data/CrowdTruth_Results
502,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",5,5,109,22,2023-06-26 17:54:48,2023-06-26 17:54:48,0,data/CrowdTruth_Results
503,OrderedCounter({'verwoesting': 1}),1,1,109,23,2023-06-27 15:38:55,2023-06-27 15:38:55,0,data/CrowdTruth_Results
504,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1})",5,5,109,24,2023-06-27 15:57:41,2023-06-27 15:57:41,0,data/CrowdTruth_Results
505,OrderedCounter({'protest': 1}),1,1,109,25,2023-06-27 16:32:11,2023-06-27 16:32:11,0,data/CrowdTruth_Results
506,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1, 'verwoesting': 1})",4,4,109,26,2023-06-27 19:33:55,2023-06-27 19:33:55,0,data/CrowdTruth_Results
507,OrderedCounter({'vandalisme': 1}),1,1,109,27,2023-06-27 19:36:23,2023-06-27 19:36:23,0,data/CrowdTruth_Results
508,"OrderedCounter({'onrust': 1, 'protest': 1, 'rechtvaardigheid': 1, 'verwoesting': 1})",4,4,109,28,2023-06-27 21:28:55,2023-06-27 21:28:55,0,data/CrowdTruth_Results
509,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1})",3,3,109,29,2023-06-27 22:37:23,2023-06-27 22:37:23,0,data/CrowdTruth_Results
510,OrderedCounter({'opstand': 1}),1,1,109,30,2023-06-27 23:47:39,2023-06-27 23:47:39,0,data/CrowdTruth_Results
511,"OrderedCounter({'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",3,3,109,31,2023-06-28 03:20:30,2023-06-28 03:20:30,0,data/CrowdTruth_Results
512,"OrderedCounter({'opstand': 1, 'gelijkheid': 1, 'protest': 1, 'verwoesting': 1})",4,4,109,32,2023-06-28 04:39:00,2023-06-28 04:39:00,0,data/CrowdTruth_Results
513,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1, 'boosheid': 1})",5,5,109,33,2023-06-28 19:24:07,2023-06-28 19:24:07,0,data/CrowdTruth_Results
514,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1})",5,5,109,34,2023-06-29 12:13:42,2023-06-29 12:13:42,0,data/CrowdTruth_Results
515,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'onrust': 1, 'protest': 1, 'bevrijding': 1})",5,5,109,35,2023-06-30 03:19:07,2023-06-30 03:19:07,0,data/CrowdTruth_Results
516,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1})",5,5,110,1,2023-09-06 16:02:20,2023-09-06 16:02:20,0,data/CrowdTruth_Results
517,"OrderedCounter({'vrijheidsstrijd': 1, 'opstand': 1, 'bevrijding': 1, 'vandalisme': 1, 'verwoesting': 1})",5,5,110,2,2023-10-06 13:04:16,2023-10-06 13:04:16,0,data/CrowdTruth_Results
518,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'vrijheidsstrijd': 1, 'rechtvaardigheid': 1})",4,4,110,3,2023-06-13 10:05:12,2023-06-13 10:05:12,0,data/CrowdTruth_Results
519,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1, 'bevrijding': 1, 'verwoesting': 1})",5,5,110,4,2023-06-13 17:04:51,2023-06-13 17:04:51,0,data/CrowdTruth_Results
520,"OrderedCounter({'opstand': 2, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1})",5,4,110,5,2023-06-20 13:11:22,2023-06-20 13:11:22,0,data/CrowdTruth_Results
521,"OrderedCounter({'opstand': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1})",4,4,110,6,2023-06-20 13:50:30,2023-06-20 13:50:30,0,data/CrowdTruth_Results
522,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'vandalisme': 1, 'verwoesting': 1})",5,5,110,7,2023-06-20 17:59:46,2023-06-20 17:59:46,0,data/CrowdTruth_Results
523,"OrderedCounter({'onrust': 1, 'opstand': 1, 'verzet': 1, 'oproer': 1, 'staking': 1})",5,5,110,8,2023-06-20 18:38:16,2023-06-20 18:38:16,0,data/CrowdTruth_Results
524,"OrderedCounter({'opstand': 1, 'vandalisme': 1, 'verwoesting': 1})",3,3,110,9,2023-06-21 09:14:03,2023-06-21 09:14:03,0,data/CrowdTruth_Results
525,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'oproer': 1})",3,3,110,10,2023-06-21 12:14:43,2023-06-21 12:14:43,0,data/CrowdTruth_Results
526,"OrderedCounter({'opstand': 2, 'onrust': 1, 'vandalisme': 1, 'oproer': 1})",5,4,110,11,2023-06-22 13:23:42,2023-06-22 13:23:42,0,data/CrowdTruth_Results
527,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1})",5,5,110,12,2023-06-22 16:54:17,2023-06-22 16:54:17,0,data/CrowdTruth_Results
528,"OrderedCounter({'vrijheidsstrijd': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1})",4,4,110,13,2023-06-23 10:43:50,2023-06-23 10:43:50,0,data/CrowdTruth_Results
529,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'oproer': 1})",3,3,110,14,2023-06-23 10:50:44,2023-06-23 10:50:44,0,data/CrowdTruth_Results
530,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1})",5,5,110,15,2023-06-23 21:48:40,2023-06-23 21:48:40,0,data/CrowdTruth_Results
531,"OrderedCounter({'revolutie': 1, 'verwoesting': 1, 'oproer': 1})",3,3,110,16,2023-06-25 19:43:49,2023-06-25 19:43:49,0,data/CrowdTruth_Results
532,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",5,5,110,17,2023-06-26 16:24:30,2023-06-26 16:24:30,0,data/CrowdTruth_Results
533,OrderedCounter({'vandalisme': 1}),1,1,110,18,2023-06-26 16:28:53,2023-06-26 16:28:53,0,data/CrowdTruth_Results
534,OrderedCounter({'vandalisme': 1}),1,1,110,19,2023-06-26 16:28:54,2023-06-26 16:28:54,0,data/CrowdTruth_Results
535,"OrderedCounter({'opstand': 1, 'gelijkheid': 1, 'protest': 1, 'vandalisme': 1, 'onafhankelijkheid': 1})",5,5,110,20,2023-06-26 16:29:13,2023-06-26 16:29:13,0,data/CrowdTruth_Results
536,OrderedCounter({'vandalisme': 1}),1,1,110,21,2023-06-26 16:43:31,2023-06-26 16:43:31,0,data/CrowdTruth_Results
537,"OrderedCounter({'protest': 1, 'bevrijding': 1, 'vandalisme': 1, 'verwoesting': 1, 'vechtlust ': 1})",5,5,110,22,2023-06-26 17:54:48,2023-06-26 17:54:48,0,data/CrowdTruth_Results
538,OrderedCounter({'verwoesting': 1}),1,1,110,23,2023-06-27 15:38:55,2023-06-27 15:38:55,0,data/CrowdTruth_Results
539,"OrderedCounter({'vrijheidsstrijd': 1, 'onrust': 1, 'protest': 1, 'bevrijding': 1, 'verzet': 1})",5,5,110,24,2023-06-27 15:57:41,2023-06-27 15:57:41,0,data/CrowdTruth_Results
540,OrderedCounter({'verwoesting': 1}),1,1,110,25,2023-06-27 16:32:11,2023-06-27 16:32:11,0,data/CrowdTruth_Results
541,"OrderedCounter({'vandalisme': 1, 'verwoesting': 1})",2,2,110,26,2023-06-27 19:33:55,2023-06-27 19:33:55,0,data/CrowdTruth_Results
542,OrderedCounter({'vandalisme': 1}),1,1,110,27,2023-06-27 19:36:23,2023-06-27 19:36:23,0,data/CrowdTruth_Results
543,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1})",3,3,110,28,2023-06-27 21:28:55,2023-06-27 21:28:55,0,data/CrowdTruth_Results
544,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1})",3,3,110,29,2023-06-27 22:37:23,2023-06-27 22:37:23,0,data/CrowdTruth_Results
545,OrderedCounter({'onrust': 1}),1,1,110,30,2023-06-27 23:47:39,2023-06-27 23:47:39,0,data/CrowdTruth_Results
546,"OrderedCounter({'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",3,3,110,31,2023-06-28 03:20:30,2023-06-28 03:20:30,0,data/CrowdTruth_Results
547,"OrderedCounter({'emancipatie': 1, 'protest': 1, 'oproer': 1})",3,3,110,32,2023-06-28 04:39:00,2023-06-28 04:39:00,0,data/CrowdTruth_Results
548,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verzet': 1, 'oproer': 1, 'wanhoop': 1})",5,5,110,33,2023-06-28 19:24:07,2023-06-28 19:24:07,0,data/CrowdTruth_Results
549,"OrderedCounter({'vrijheidsstrijd': 1, 'opstand': 1, 'gelijkheid': 1, 'protest': 1, 'bevrijding': 1})",5,5,110,34,2023-06-29 12:13:42,2023-06-29 12:13:42,0,data/CrowdTruth_Results
550,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'gelijkheid': 1})",5,5,110,35,2023-06-30 03:19:07,2023-06-30 03:19:07,0,data/CrowdTruth_Results
